Brain Area,Window Size,Window Start,Session,Train Accuracy,Test Accuracy
PPC,8,23,0756_20181025,"[50.0, 51.19047619047619, 55.95238095238095, 59.92063492063492, 59.523809523809526, 60.317460317460316, 59.12698412698413, 61.111111111111114, 57.93650793650794, 59.523809523809526, 59.12698412698413, 61.111111111111114, 60.317460317460316, 60.714285714285715, 62.301587301587304, 60.714285714285715, 63.492063492063494, 63.492063492063494, 64.28571428571429, 64.28571428571429, 63.888888888888886, 66.66666666666667, 67.06349206349206, 69.04761904761905, 68.65079365079364, 67.85714285714286, 67.85714285714286, 68.25396825396825, 66.26984126984127, 68.25396825396825, 67.46031746031746, 68.65079365079364, 69.44444444444444, 69.04761904761905, 67.85714285714286, 69.84126984126983, 69.44444444444444, 68.25396825396825, 68.65079365079364, 69.44444444444444, 70.23809523809524, 69.84126984126983, 70.63492063492063, 69.44444444444444, 68.65079365079364, 70.63492063492063, 71.03174603174604, 69.44444444444444, 69.44444444444444, 69.84126984126983, 70.23809523809524, 70.23809523809524, 69.84126984126983, 70.63492063492063, 71.42857142857143, 70.63492063492063, 70.23809523809524, 70.63492063492063, 71.42857142857143, 71.03174603174604, 71.42857142857143, 71.42857142857143, 71.42857142857143]",58.73015873015873
PPC,8,24,0756_20181025,"[50.3968253968254, 53.17460317460318, 55.55555555555556, 57.93650793650794, 57.53968253968254, 57.93650793650794, 57.53968253968254, 56.74603174603175, 59.523809523809526, 61.111111111111114, 61.904761904761905, 62.301587301587304, 61.507936507936506, 64.28571428571429, 64.28571428571429, 64.28571428571429, 66.66666666666667, 67.06349206349206, 67.46031746031746, 67.46031746031746, 69.44444444444444, 70.63492063492063, 69.84126984126983, 69.84126984126983, 71.42857142857143, 71.03174603174604, 71.42857142857143, 71.03174603174604, 72.61904761904762, 72.22222222222223, 73.01587301587301, 73.41269841269842, 73.01587301587301, 73.41269841269842, 73.80952380952381, 73.41269841269842, 72.61904761904762, 73.41269841269842, 73.80952380952381, 75.0, 74.60317460317461, 74.2063492063492, 74.2063492063492, 74.2063492063492, 74.2063492063492, 73.80952380952381, 74.60317460317461, 75.0, 74.60317460317461, 75.0, 74.60317460317461, 75.39682539682539, 74.2063492063492, 75.0, 75.0, 75.7936507936508, 76.58730158730158, 75.7936507936508, 76.19047619047619, 76.98412698412699, 76.58730158730158, 76.98412698412699, 76.98412698412699]",47.61904761904762
PPC,8,25,0756_20181025,"[51.98412698412698, 55.55555555555556, 57.93650793650794, 59.12698412698413, 57.53968253968254, 58.73015873015873, 59.523809523809526, 62.301587301587304, 60.714285714285715, 63.492063492063494, 62.301587301587304, 62.301587301587304, 65.47619047619048, 64.68253968253968, 66.66666666666667, 68.65079365079364, 67.85714285714286, 69.04761904761905, 69.44444444444444, 68.65079365079364, 69.44444444444444, 69.84126984126983, 69.84126984126983, 71.03174603174604, 70.63492063492063, 71.42857142857143, 70.63492063492063, 70.63492063492063, 71.03174603174604, 71.42857142857143, 72.22222222222223, 71.82539682539682, 72.22222222222223, 73.01587301587301, 72.22222222222223, 72.22222222222223, 72.61904761904762, 72.61904761904762, 71.82539682539682, 72.61904761904762, 73.01587301587301, 73.01587301587301, 73.41269841269842, 73.41269841269842, 73.41269841269842, 73.01587301587301, 73.01587301587301, 72.61904761904762, 73.01587301587301, 72.61904761904762, 72.61904761904762, 73.41269841269842, 71.82539682539682, 71.82539682539682, 72.22222222222223, 72.22222222222223, 71.82539682539682, 71.82539682539682, 72.61904761904762, 71.82539682539682, 71.82539682539682, 71.82539682539682, 72.22222222222223]",46.03174603174603
PPC,8,26,0756_20181025,"[51.98412698412698, 54.36507936507937, 56.34920634920635, 54.76190476190476, 54.36507936507937, 53.96825396825397, 55.95238095238095, 53.96825396825397, 55.15873015873016, 57.142857142857146, 56.34920634920635, 59.92063492063492, 59.523809523809526, 61.111111111111114, 62.301587301587304, 61.904761904761905, 62.698412698412696, 62.698412698412696, 63.888888888888886, 62.698412698412696, 64.28571428571429, 64.28571428571429, 63.888888888888886, 64.68253968253968, 63.888888888888886, 62.301587301587304, 63.492063492063494, 64.68253968253968, 62.698412698412696, 63.888888888888886, 63.888888888888886, 65.07936507936508, 65.47619047619048, 66.26984126984127, 65.47619047619048, 65.87301587301587, 66.26984126984127, 66.66666666666667, 67.46031746031746, 67.06349206349206, 67.06349206349206, 66.66666666666667, 66.26984126984127, 66.26984126984127, 65.47619047619048, 66.26984126984127, 66.66666666666667, 66.66666666666667, 66.66666666666667, 67.46031746031746, 67.06349206349206, 67.06349206349206, 67.85714285714286, 68.25396825396825, 68.25396825396825, 67.85714285714286, 67.46031746031746, 67.46031746031746, 67.46031746031746, 67.46031746031746, 68.65079365079364, 69.44444444444444, 69.44444444444444]",46.03174603174603
PPC,8,27,0756_20181025,"[50.79365079365079, 50.3968253968254, 56.34920634920635, 57.53968253968254, 56.74603174603175, 56.34920634920635, 57.93650793650794, 59.92063492063492, 59.92063492063492, 59.523809523809526, 61.111111111111114, 59.92063492063492, 60.714285714285715, 61.111111111111114, 60.714285714285715, 63.095238095238095, 63.492063492063494, 63.888888888888886, 65.47619047619048, 65.47619047619048, 66.26984126984127, 67.46031746031746, 67.46031746031746, 67.85714285714286, 67.85714285714286, 67.85714285714286, 67.06349206349206, 67.85714285714286, 68.65079365079364, 68.65079365079364, 67.85714285714286, 67.85714285714286, 68.25396825396825, 67.85714285714286, 68.25396825396825, 67.46031746031746, 67.46031746031746, 66.26984126984127, 67.06349206349206, 68.65079365079364, 68.65079365079364, 68.25396825396825, 67.85714285714286, 67.46031746031746, 67.06349206349206, 67.85714285714286, 67.85714285714286, 69.04761904761905, 68.25396825396825, 69.04761904761905, 69.44444444444444, 69.44444444444444, 69.04761904761905, 69.84126984126983, 69.04761904761905, 69.04761904761905, 69.44444444444444, 68.25396825396825, 69.04761904761905, 69.84126984126983, 69.84126984126983, 69.84126984126983, 69.44444444444444]",60.317460317460316
PPC,8,28,0756_20181025,"[50.3968253968254, 52.38095238095238, 52.77777777777778, 55.15873015873016, 57.93650793650794, 58.73015873015873, 57.53968253968254, 59.92063492063492, 61.507936507936506, 62.301587301587304, 66.66666666666667, 63.888888888888886, 67.85714285714286, 67.06349206349206, 69.04761904761905, 68.25396825396825, 69.44444444444444, 70.23809523809524, 69.04761904761905, 69.04761904761905, 71.03174603174604, 71.03174603174604, 71.42857142857143, 71.82539682539682, 71.42857142857143, 70.23809523809524, 70.23809523809524, 71.42857142857143, 71.82539682539682, 71.82539682539682, 71.82539682539682, 71.82539682539682, 71.42857142857143, 72.22222222222223, 72.61904761904762, 72.61904761904762, 71.03174603174604, 71.82539682539682, 71.82539682539682, 71.42857142857143, 71.82539682539682, 73.41269841269842, 72.61904761904762, 73.01587301587301, 72.61904761904762, 73.01587301587301, 71.82539682539682, 73.01587301587301, 73.41269841269842, 73.41269841269842, 72.61904761904762, 73.01587301587301, 72.22222222222223, 72.61904761904762, 73.01587301587301, 73.01587301587301, 73.01587301587301, 72.61904761904762, 73.01587301587301, 73.01587301587301, 73.41269841269842, 73.41269841269842, 73.80952380952381]",52.38095238095238
PPC,8,29,0756_20181025,"[50.3968253968254, 57.142857142857146, 59.523809523809526, 58.333333333333336, 58.73015873015873, 60.317460317460316, 63.095238095238095, 61.507936507936506, 64.28571428571429, 65.47619047619048, 65.87301587301587, 66.26984126984127, 67.06349206349206, 69.44444444444444, 67.85714285714286, 67.85714285714286, 67.85714285714286, 68.65079365079364, 69.44444444444444, 69.44444444444444, 69.84126984126983, 69.44444444444444, 69.04761904761905, 70.63492063492063, 70.23809523809524, 69.84126984126983, 70.63492063492063, 70.63492063492063, 70.23809523809524, 71.03174603174604, 70.63492063492063, 70.23809523809524, 71.82539682539682, 71.82539682539682, 71.82539682539682, 69.84126984126983, 71.03174603174604, 70.23809523809524, 71.42857142857143, 71.03174603174604, 71.03174603174604, 71.03174603174604, 71.03174603174604, 71.82539682539682, 72.61904761904762, 71.03174603174604, 71.03174603174604, 71.82539682539682, 71.03174603174604, 71.03174603174604, 71.42857142857143, 71.82539682539682, 71.82539682539682, 72.61904761904762, 71.82539682539682, 71.82539682539682, 71.42857142857143, 71.82539682539682, 72.61904761904762, 71.42857142857143, 71.82539682539682, 71.82539682539682, 72.22222222222223]",52.38095238095238
PPC,8,30,0756_20181025,"[50.0, 51.58730158730159, 53.96825396825397, 58.333333333333336, 56.34920634920635, 61.111111111111114, 59.92063492063492, 57.53968253968254, 60.317460317460316, 60.317460317460316, 62.698412698412696, 61.507936507936506, 65.07936507936508, 63.888888888888886, 64.28571428571429, 65.07936507936508, 67.06349206349206, 63.888888888888886, 65.47619047619048, 66.66666666666667, 69.84126984126983, 69.44444444444444, 69.44444444444444, 69.04761904761905, 67.06349206349206, 68.65079365079364, 69.44444444444444, 70.63492063492063, 69.84126984126983, 69.04761904761905, 69.04761904761905, 71.42857142857143, 70.23809523809524, 71.82539682539682, 71.82539682539682, 71.42857142857143, 72.22222222222223, 71.82539682539682, 72.61904761904762, 73.41269841269842, 73.01587301587301, 72.22222222222223, 73.01587301587301, 71.42857142857143, 72.61904761904762, 72.22222222222223, 73.01587301587301, 73.01587301587301, 73.41269841269842, 73.41269841269842, 73.01587301587301, 73.01587301587301, 74.2063492063492, 73.41269841269842, 74.2063492063492, 73.80952380952381, 73.01587301587301, 74.2063492063492, 74.2063492063492, 74.2063492063492, 74.60317460317461, 73.41269841269842, 73.80952380952381]",60.317460317460316
PPC,8,31,0756_20181025,"[48.01587301587302, 55.55555555555556, 53.96825396825397, 56.74603174603175, 57.53968253968254, 58.333333333333336, 58.333333333333336, 62.301587301587304, 59.92063492063492, 61.507936507936506, 63.095238095238095, 65.87301587301587, 61.904761904761905, 64.28571428571429, 69.44444444444444, 63.492063492063494, 68.65079365079364, 66.26984126984127, 67.06349206349206, 68.25396825396825, 68.65079365079364, 67.06349206349206, 68.25396825396825, 69.44444444444444, 69.44444444444444, 67.85714285714286, 69.04761904761905, 69.44444444444444, 69.04761904761905, 69.44444444444444, 69.84126984126983, 68.65079365079364, 68.65079365079364, 69.84126984126983, 69.84126984126983, 69.04761904761905, 69.04761904761905, 70.63492063492063, 70.23809523809524, 71.42857142857143, 71.42857142857143, 70.63492063492063, 70.63492063492063, 71.42857142857143, 71.42857142857143, 71.82539682539682, 71.03174603174604, 71.82539682539682, 71.82539682539682, 71.42857142857143, 73.01587301587301, 70.63492063492063, 71.42857142857143, 71.03174603174604, 71.03174603174604, 72.22222222222223, 71.82539682539682, 71.03174603174604, 74.60317460317461, 72.22222222222223, 72.22222222222223, 73.01587301587301, 73.41269841269842]",60.317460317460316
PPC,8,32,0756_20181025,"[49.20634920634921, 50.3968253968254, 52.38095238095238, 53.57142857142857, 51.19047619047619, 55.95238095238095, 57.53968253968254, 58.73015873015873, 59.92063492063492, 57.142857142857146, 60.714285714285715, 61.111111111111114, 59.12698412698413, 59.92063492063492, 60.317460317460316, 63.492063492063494, 63.492063492063494, 63.888888888888886, 67.06349206349206, 66.66666666666667, 67.85714285714286, 69.44444444444444, 69.04761904761905, 69.04761904761905, 67.85714285714286, 68.25396825396825, 68.65079365079364, 69.44444444444444, 69.44444444444444, 69.44444444444444, 69.84126984126983, 69.44444444444444, 69.84126984126983, 71.42857142857143, 70.63492063492063, 70.23809523809524, 72.22222222222223, 71.42857142857143, 72.22222222222223, 72.22222222222223, 71.42857142857143, 72.22222222222223, 73.01587301587301, 72.22222222222223, 73.01587301587301, 72.22222222222223, 72.61904761904762, 72.61904761904762, 72.22222222222223, 73.01587301587301, 73.01587301587301, 73.01587301587301, 72.61904761904762, 73.41269841269842, 73.41269841269842, 73.41269841269842, 74.2063492063492, 73.80952380952381, 73.41269841269842, 73.80952380952381, 73.80952380952381, 73.41269841269842, 73.80952380952381]",52.38095238095238
PPC,8,33,0756_20181025,"[47.61904761904762, 54.36507936507937, 55.95238095238095, 55.15873015873016, 58.73015873015873, 60.714285714285715, 61.507936507936506, 62.698412698412696, 63.095238095238095, 62.698412698412696, 61.904761904761905, 63.095238095238095, 63.095238095238095, 64.28571428571429, 65.87301587301587, 64.28571428571429, 65.87301587301587, 65.87301587301587, 65.07936507936508, 66.26984126984127, 65.07936507936508, 65.87301587301587, 66.26984126984127, 66.66666666666667, 66.66666666666667, 67.46031746031746, 66.26984126984127, 66.26984126984127, 67.06349206349206, 66.66666666666667, 68.65079365079364, 67.85714285714286, 66.66666666666667, 67.06349206349206, 67.46031746031746, 67.06349206349206, 67.46031746031746, 67.46031746031746, 67.06349206349206, 68.25396825396825, 68.25396825396825, 69.44444444444444, 69.44444444444444, 69.44444444444444, 68.65079365079364, 68.65079365079364, 68.65079365079364, 69.04761904761905, 69.44444444444444, 69.44444444444444, 69.44444444444444, 69.84126984126983, 69.04761904761905, 69.84126984126983, 69.04761904761905, 69.44444444444444, 69.44444444444444, 69.84126984126983, 70.23809523809524, 70.23809523809524, 70.23809523809524, 70.23809523809524, 69.84126984126983]",63.492063492063494
PPC,8,34,0756_20181025,"[49.20634920634921, 49.20634920634921, 53.57142857142857, 53.17460317460318, 55.15873015873016, 54.36507936507937, 56.34920634920635, 51.58730158730159, 58.73015873015873, 59.523809523809526, 61.507936507936506, 61.111111111111114, 59.12698412698413, 61.507936507936506, 61.507936507936506, 60.714285714285715, 63.095238095238095, 59.523809523809526, 63.888888888888886, 63.095238095238095, 64.68253968253968, 65.07936507936508, 63.888888888888886, 63.095238095238095, 63.492063492063494, 65.07936507936508, 63.888888888888886, 65.47619047619048, 65.47619047619048, 65.07936507936508, 65.07936507936508, 65.07936507936508, 65.87301587301587, 65.47619047619048, 64.68253968253968, 67.06349206349206, 64.28571428571429, 65.47619047619048, 66.66666666666667, 64.68253968253968, 68.25396825396825, 67.46031746031746, 64.68253968253968, 66.26984126984127, 66.26984126984127, 66.66666666666667, 67.06349206349206, 67.85714285714286, 66.66666666666667, 67.06349206349206, 66.26984126984127, 67.06349206349206, 65.87301587301587, 67.46031746031746, 66.66666666666667, 65.47619047619048, 65.87301587301587, 66.66666666666667, 66.26984126984127, 67.85714285714286, 68.25396825396825, 66.26984126984127, 65.47619047619048]",57.142857142857146
PPC,8,35,0756_20181025,"[50.0, 53.96825396825397, 51.58730158730159, 56.34920634920635, 59.523809523809526, 58.333333333333336, 57.53968253968254, 60.714285714285715, 59.92063492063492, 59.12698412698413, 59.92063492063492, 57.93650793650794, 60.714285714285715, 61.111111111111114, 64.68253968253968, 63.492063492063494, 64.68253968253968, 65.07936507936508, 65.07936507936508, 65.87301587301587, 64.68253968253968, 67.85714285714286, 67.85714285714286, 67.06349206349206, 67.06349206349206, 67.85714285714286, 67.46031746031746, 67.85714285714286, 68.25396825396825, 68.65079365079364, 66.66666666666667, 68.25396825396825, 67.06349206349206, 67.85714285714286, 68.25396825396825, 68.65079365079364, 68.65079365079364, 68.65079365079364, 68.65079365079364, 67.85714285714286, 68.65079365079364, 67.46031746031746, 69.04761904761905, 69.04761904761905, 67.85714285714286, 68.65079365079364, 69.04761904761905, 69.44444444444444, 68.65079365079364, 68.25396825396825, 69.04761904761905, 68.65079365079364, 68.25396825396825, 69.04761904761905, 68.25396825396825, 68.25396825396825, 69.04761904761905, 68.25396825396825, 67.85714285714286, 67.85714285714286, 68.25396825396825, 68.25396825396825, 69.04761904761905]",61.904761904761905
PPC,8,36,0756_20181025,"[48.41269841269841, 45.63492063492063, 52.77777777777778, 54.36507936507937, 58.333333333333336, 58.73015873015873, 58.333333333333336, 59.12698412698413, 61.111111111111114, 59.523809523809526, 62.698412698412696, 60.714285714285715, 62.698412698412696, 58.333333333333336, 61.111111111111114, 61.507936507936506, 63.888888888888886, 63.095238095238095, 66.26984126984127, 64.68253968253968, 63.492063492063494, 64.28571428571429, 65.47619047619048, 65.87301587301587, 65.07936507936508, 63.492063492063494, 66.26984126984127, 65.07936507936508, 67.46031746031746, 67.85714285714286, 65.07936507936508, 65.07936507936508, 67.85714285714286, 65.07936507936508, 65.87301587301587, 68.65079365079364, 66.26984126984127, 66.66666666666667, 66.66666666666667, 66.26984126984127, 67.85714285714286, 68.65079365079364, 67.06349206349206, 67.06349206349206, 69.04761904761905, 68.25396825396825, 68.25396825396825, 67.46031746031746, 69.04761904761905, 69.44444444444444, 68.25396825396825, 68.25396825396825, 70.23809523809524, 70.63492063492063, 69.84126984126983, 69.04761904761905, 69.44444444444444, 69.04761904761905, 68.65079365079364, 69.04761904761905, 68.65079365079364, 69.44444444444444, 69.44444444444444]",52.38095238095238
PPC,8,0,0756_20181026,"[51.88405797101449, 53.6231884057971, 52.46376811594203, 53.91304347826087, 53.333333333333336, 52.7536231884058, 54.20289855072464, 52.46376811594203, 55.072463768115945, 53.333333333333336, 57.10144927536232, 52.46376811594203, 56.81159420289855, 55.65217391304348, 54.78260869565217, 58.84057971014493, 53.91304347826087, 62.028985507246375, 60.57971014492754, 61.15942028985507, 62.89855072463768, 62.31884057971015, 64.92753623188406, 64.92753623188406, 65.5072463768116, 65.21739130434783, 64.92753623188406, 64.6376811594203, 62.89855072463768, 65.21739130434783, 65.79710144927536, 65.5072463768116, 64.34782608695652, 65.21739130434783, 65.21739130434783, 63.47826086956522, 64.6376811594203, 64.34782608695652, 66.08695652173913, 65.5072463768116, 64.34782608695652, 64.92753623188406, 64.92753623188406, 64.6376811594203, 63.768115942028984, 65.79710144927536]",49.42528735632184
PPC,8,1,0756_20181026,"[46.3768115942029, 45.507246376811594, 52.17391304347826, 52.46376811594203, 55.072463768115945, 54.20289855072464, 56.52173913043478, 57.10144927536232, 57.10144927536232, 58.84057971014493, 60.0, 57.68115942028985, 60.0, 60.0, 62.31884057971015, 59.710144927536234, 61.15942028985507, 60.0, 61.73913043478261, 63.18840579710145, 61.15942028985507, 60.869565217391305, 62.608695652173914, 63.18840579710145, 64.34782608695652, 63.47826086956522, 64.34782608695652, 64.6376811594203, 63.47826086956522, 64.92753623188406, 64.05797101449275, 64.34782608695652, 63.768115942028984, 64.05797101449275, 65.21739130434783, 64.92753623188406, 65.21739130434783, 65.21739130434783, 64.05797101449275, 64.92753623188406, 65.79710144927536, 66.95652173913044, 66.66666666666667, 65.5072463768116, 66.08695652173913, 66.95652173913044]",49.42528735632184
PPC,8,2,0756_20181026,"[52.17391304347826, 53.04347826086956, 52.7536231884058, 52.17391304347826, 53.04347826086956, 53.91304347826087, 52.46376811594203, 55.072463768115945, 54.20289855072464, 54.78260869565217, 55.072463768115945, 56.81159420289855, 55.94202898550725, 55.36231884057971, 54.78260869565217, 55.36231884057971, 56.52173913043478, 55.072463768115945, 56.231884057971016, 56.231884057971016, 55.94202898550725, 56.81159420289855, 58.55072463768116, 57.971014492753625, 58.84057971014493, 60.289855072463766, 60.57971014492754, 60.289855072463766, 62.028985507246375, 64.05797101449275, 61.15942028985507, 61.73913043478261, 60.57971014492754, 64.6376811594203, 64.34782608695652, 63.18840579710145, 62.608695652173914, 62.608695652173914, 64.6376811594203, 63.47826086956522, 64.6376811594203, 65.5072463768116, 65.79710144927536, 65.79710144927536, 65.79710144927536, 65.5072463768116]",55.172413793103445
PPC,8,3,0756_20181026,"[52.17391304347826, 52.7536231884058, 49.27536231884058, 53.04347826086956, 53.6231884057971, 52.46376811594203, 51.88405797101449, 53.6231884057971, 54.492753623188406, 53.91304347826087, 53.333333333333336, 52.46376811594203, 55.36231884057971, 53.333333333333336, 53.91304347826087, 54.492753623188406, 54.78260869565217, 56.81159420289855, 55.36231884057971, 57.68115942028985, 60.57971014492754, 60.289855072463766, 58.84057971014493, 60.289855072463766, 61.44927536231884, 60.869565217391305, 62.31884057971015, 62.608695652173914, 62.31884057971015, 63.18840579710145, 61.15942028985507, 64.05797101449275, 64.05797101449275, 62.89855072463768, 61.44927536231884, 62.608695652173914, 63.47826086956522, 62.89855072463768, 61.44927536231884, 63.18840579710145, 64.34782608695652, 64.05797101449275, 64.6376811594203, 64.34782608695652, 62.89855072463768, 63.47826086956522]",45.97701149425287
PPC,8,4,0756_20181026,"[44.927536231884055, 53.91304347826087, 53.333333333333336, 54.78260869565217, 53.333333333333336, 60.0, 55.36231884057971, 59.42028985507246, 57.10144927536232, 58.26086956521739, 59.42028985507246, 59.710144927536234, 59.130434782608695, 62.31884057971015, 60.57971014492754, 61.73913043478261, 62.028985507246375, 65.21739130434783, 64.05797101449275, 64.6376811594203, 66.08695652173913, 64.6376811594203, 65.5072463768116, 64.92753623188406, 64.6376811594203, 64.92753623188406, 67.82608695652173, 67.2463768115942, 66.66666666666667, 67.2463768115942, 68.40579710144928, 68.98550724637681, 68.40579710144928, 69.27536231884058, 69.56521739130434, 69.85507246376811, 69.56521739130434, 69.85507246376811, 69.56521739130434, 68.98550724637681, 69.56521739130434, 70.43478260869566, 69.85507246376811, 70.14492753623189, 70.72463768115942, 70.14492753623189]",51.724137931034484
PPC,8,5,0756_20181026,"[51.594202898550726, 54.78260869565217, 54.20289855072464, 54.20289855072464, 55.36231884057971, 57.10144927536232, 55.65217391304348, 57.391304347826086, 58.55072463768116, 55.65217391304348, 59.42028985507246, 59.710144927536234, 61.15942028985507, 62.31884057971015, 62.608695652173914, 63.768115942028984, 63.47826086956522, 64.92753623188406, 62.608695652173914, 63.768115942028984, 65.21739130434783, 65.5072463768116, 65.21739130434783, 65.5072463768116, 66.08695652173913, 66.95652173913044, 66.3768115942029, 67.82608695652173, 67.53623188405797, 66.3768115942029, 66.66666666666667, 66.95652173913044, 67.2463768115942, 67.82608695652173, 68.40579710144928, 67.53623188405797, 68.40579710144928, 67.2463768115942, 68.1159420289855, 68.69565217391305, 67.82608695652173, 67.82608695652173, 68.98550724637681, 68.69565217391305, 68.98550724637681, 68.69565217391305]",54.02298850574713
PPC,8,6,0756_20181026,"[47.53623188405797, 52.7536231884058, 53.91304347826087, 53.333333333333336, 53.04347826086956, 53.91304347826087, 52.7536231884058, 55.072463768115945, 57.68115942028985, 57.391304347826086, 56.231884057971016, 56.231884057971016, 57.68115942028985, 59.710144927536234, 58.84057971014493, 60.57971014492754, 60.0, 60.289855072463766, 60.57971014492754, 61.73913043478261, 60.869565217391305, 61.15942028985507, 60.869565217391305, 60.869565217391305, 62.89855072463768, 62.028985507246375, 62.608695652173914, 63.768115942028984, 62.89855072463768, 62.608695652173914, 62.31884057971015, 63.47826086956522, 62.31884057971015, 64.34782608695652, 64.6376811594203, 63.768115942028984, 66.08695652173913, 65.21739130434783, 64.92753623188406, 64.6376811594203, 64.92753623188406, 65.21739130434783, 65.21739130434783, 65.5072463768116, 65.5072463768116, 65.21739130434783]",44.827586206896555
PPC,8,7,0756_20181026,"[53.91304347826087, 49.56521739130435, 55.36231884057971, 53.91304347826087, 55.072463768115945, 50.72463768115942, 54.20289855072464, 56.52173913043478, 57.68115942028985, 57.391304347826086, 58.26086956521739, 58.26086956521739, 62.028985507246375, 60.0, 59.130434782608695, 60.0, 61.15942028985507, 64.34782608695652, 62.028985507246375, 63.768115942028984, 62.608695652173914, 65.5072463768116, 62.89855072463768, 64.6376811594203, 63.768115942028984, 66.3768115942029, 65.21739130434783, 63.768115942028984, 66.3768115942029, 66.3768115942029, 66.66666666666667, 65.5072463768116, 66.66666666666667, 65.21739130434783, 66.66666666666667, 65.21739130434783, 67.53623188405797, 66.3768115942029, 65.79710144927536, 66.08695652173913, 66.3768115942029, 66.95652173913044, 66.66666666666667, 66.66666666666667, 66.95652173913044, 66.95652173913044]",42.52873563218391
PPC,8,8,0756_20181026,"[50.43478260869565, 54.492753623188406, 53.91304347826087, 54.20289855072464, 52.7536231884058, 53.04347826086956, 53.04347826086956, 52.46376811594203, 54.20289855072464, 57.391304347826086, 58.55072463768116, 55.072463768115945, 56.52173913043478, 60.0, 57.10144927536232, 58.84057971014493, 59.130434782608695, 59.42028985507246, 60.57971014492754, 61.73913043478261, 61.73913043478261, 59.42028985507246, 62.028985507246375, 61.73913043478261, 61.44927536231884, 63.18840579710145, 61.44927536231884, 62.028985507246375, 61.44927536231884, 63.18840579710145, 63.768115942028984, 63.47826086956522, 63.768115942028984, 63.768115942028984, 63.18840579710145, 64.6376811594203, 63.18840579710145, 64.6376811594203, 64.34782608695652, 63.47826086956522, 65.79710144927536, 64.34782608695652, 65.79710144927536, 65.79710144927536, 64.34782608695652, 64.92753623188406]",45.97701149425287
PPC,8,9,0756_20181026,"[50.14492753623188, 54.492753623188406, 56.81159420289855, 54.78260869565217, 55.65217391304348, 57.391304347826086, 57.10144927536232, 57.391304347826086, 57.391304347826086, 58.55072463768116, 57.391304347826086, 58.26086956521739, 58.55072463768116, 57.68115942028985, 58.55072463768116, 60.0, 58.26086956521739, 58.26086956521739, 60.0, 58.26086956521739, 59.710144927536234, 61.15942028985507, 62.028985507246375, 62.89855072463768, 62.89855072463768, 64.05797101449275, 62.89855072463768, 62.608695652173914, 63.18840579710145, 64.6376811594203, 64.05797101449275, 62.608695652173914, 64.34782608695652, 64.6376811594203, 63.47826086956522, 64.34782608695652, 65.5072463768116, 64.6376811594203, 65.5072463768116, 65.21739130434783, 64.92753623188406, 66.08695652173913, 66.08695652173913, 65.79710144927536, 64.92753623188406, 65.79710144927536]",43.67816091954023
PPC,8,10,0756_20181026,"[51.594202898550726, 53.6231884057971, 51.594202898550726, 56.52173913043478, 55.65217391304348, 56.231884057971016, 57.10144927536232, 58.55072463768116, 59.710144927536234, 60.57971014492754, 62.028985507246375, 60.57971014492754, 62.89855072463768, 64.92753623188406, 65.21739130434783, 63.18840579710145, 65.79710144927536, 63.18840579710145, 65.21739130434783, 64.05797101449275, 67.53623188405797, 66.08695652173913, 68.1159420289855, 67.2463768115942, 67.53623188405797, 68.40579710144928, 69.27536231884058, 67.53623188405797, 66.95652173913044, 66.95652173913044, 67.53623188405797, 68.1159420289855, 68.1159420289855, 68.40579710144928, 68.98550724637681, 69.85507246376811, 68.69565217391305, 68.69565217391305, 68.69565217391305, 69.27536231884058, 68.98550724637681, 68.40579710144928, 69.85507246376811, 69.27536231884058, 68.98550724637681, 68.69565217391305]",48.275862068965516
PPC,8,11,0756_20181026,"[49.27536231884058, 53.04347826086956, 53.6231884057971, 53.6231884057971, 53.91304347826087, 55.072463768115945, 56.81159420289855, 56.81159420289855, 55.072463768115945, 57.10144927536232, 58.26086956521739, 57.391304347826086, 59.710144927536234, 59.130434782608695, 60.0, 60.289855072463766, 60.57971014492754, 60.289855072463766, 60.869565217391305, 60.57971014492754, 59.710144927536234, 62.028985507246375, 62.028985507246375, 61.15942028985507, 62.028985507246375, 62.028985507246375, 60.869565217391305, 62.31884057971015, 63.18840579710145, 62.31884057971015, 62.89855072463768, 62.89855072463768, 62.89855072463768, 61.73913043478261, 63.768115942028984, 60.869565217391305, 64.6376811594203, 63.47826086956522, 62.608695652173914, 62.31884057971015, 61.73913043478261, 62.608695652173914, 62.028985507246375, 63.768115942028984, 62.31884057971015, 61.73913043478261]",40.229885057471265
PPC,8,12,0756_20181026,"[49.56521739130435, 53.04347826086956, 53.04347826086956, 53.6231884057971, 51.88405797101449, 53.91304347826087, 53.333333333333336, 52.46376811594203, 54.20289855072464, 53.6231884057971, 52.46376811594203, 57.971014492753625, 55.65217391304348, 55.94202898550725, 56.81159420289855, 60.289855072463766, 60.289855072463766, 60.869565217391305, 61.15942028985507, 60.869565217391305, 63.47826086956522, 62.89855072463768, 62.31884057971015, 63.768115942028984, 64.34782608695652, 62.028985507246375, 64.05797101449275, 64.05797101449275, 62.89855072463768, 62.31884057971015, 64.05797101449275, 65.21739130434783, 63.768115942028984, 64.34782608695652, 65.21739130434783, 64.34782608695652, 64.92753623188406, 64.6376811594203, 65.21739130434783, 64.6376811594203, 64.6376811594203, 66.66666666666667, 65.79710144927536, 66.08695652173913, 66.3768115942029, 67.53623188405797]",39.08045977011494
