Brain Area,Window Size,Window Start,Session,Train Accuracy,Test Accuracy
PPC,8,20,0588_20181003,"[54.65465465465466, 59.15915915915916, 63.96396396396396, 66.66666666666667, 72.07207207207207, 72.67267267267268, 73.57357357357357, 73.27327327327328, 74.77477477477477, 75.97597597597597, 75.67567567567568, 75.67567567567568, 75.67567567567568, 77.77777777777777, 76.87687687687688, 76.87687687687688, 77.17717717717717, 78.37837837837837, 78.67867867867868, 78.07807807807808, 76.87687687687688, 78.37837837837837, 78.67867867867868, 78.37837837837837, 79.27927927927928, 78.07807807807808, 79.57957957957957, 79.27927927927928, 80.18018018018019, 78.97897897897897, 79.57957957957957, 80.18018018018019, 78.97897897897897, 80.48048048048048, 80.78078078078079, 80.78078078078079, 80.78078078078079, 80.48048048048048, 80.18018018018019, 81.38138138138139, 81.68168168168168, 81.38138138138139, 80.78078078078079, 81.38138138138139, 81.68168168168168, 81.68168168168168, 81.68168168168168, 80.78078078078079]",71.42857142857143
PPC,8,21,0588_20181003,"[54.054054054054056, 63.36336336336336, 66.36636636636636, 70.27027027027027, 71.47147147147147, 72.37237237237237, 72.37237237237237, 72.97297297297297, 75.37537537537537, 73.57357357357357, 76.87687687687688, 78.07807807807808, 76.87687687687688, 77.47747747747748, 78.07807807807808, 77.77777777777777, 79.27927927927928, 78.67867867867868, 79.87987987987988, 77.17717717717717, 80.78078078078079, 81.38138138138139, 80.78078078078079, 81.98198198198199, 81.98198198198199, 83.48348348348348, 82.88288288288288, 83.48348348348348, 82.28228228228228, 82.28228228228228, 82.88288288288288, 83.78378378378379, 82.28228228228228, 82.28228228228228, 84.38438438438439, 82.28228228228228, 84.08408408408408, 82.58258258258259, 83.48348348348348, 83.18318318318319, 83.78378378378379, 83.48348348348348, 84.68468468468468, 84.38438438438439, 84.08408408408408, 84.68468468468468, 84.08408408408408, 84.38438438438439]",67.85714285714286
PPC,8,22,0588_20181003,"[53.453453453453456, 57.65765765765766, 64.86486486486487, 64.26426426426427, 66.66666666666667, 67.26726726726727, 67.56756756756756, 66.96696696696696, 68.76876876876877, 67.26726726726727, 69.36936936936937, 69.96996996996997, 70.57057057057057, 73.27327327327328, 70.87087087087087, 73.27327327327328, 72.67267267267268, 72.67267267267268, 74.77477477477477, 74.47447447447448, 75.37537537537537, 76.87687687687688, 77.77777777777777, 77.77777777777777, 78.67867867867868, 78.97897897897897, 79.87987987987988, 77.77777777777777, 78.97897897897897, 78.67867867867868, 79.87987987987988, 78.97897897897897, 78.97897897897897, 79.57957957957957, 78.67867867867868, 79.27927927927928, 79.57957957957957, 79.87987987987988, 80.78078078078079, 79.87987987987988, 81.08108108108108, 80.18018018018019, 80.78078078078079, 80.48048048048048, 81.08108108108108, 80.48048048048048, 81.08108108108108, 80.48048048048048]",64.28571428571429
PPC,8,23,0588_20181003,"[48.048048048048045, 56.15615615615616, 59.75975975975976, 58.85885885885886, 60.66066066066066, 61.26126126126126, 64.56456456456456, 65.76576576576576, 65.46546546546547, 66.66666666666667, 68.76876876876877, 66.96696696696696, 68.16816816816817, 67.26726726726727, 67.26726726726727, 70.87087087087087, 68.46846846846847, 69.66966966966967, 67.86786786786787, 70.27027027027027, 71.47147147147147, 70.57057057057057, 71.47147147147147, 70.87087087087087, 72.97297297297297, 74.47447447447448, 73.87387387387388, 74.17417417417417, 73.57357357357357, 74.17417417417417, 75.67567567567568, 75.67567567567568, 74.77477477477477, 74.47447447447448, 75.07507507507508, 74.77477477477477, 75.67567567567568, 75.97597597597597, 74.47447447447448, 75.67567567567568, 76.27627627627628, 76.57657657657657, 76.57657657657657, 76.87687687687688, 76.57657657657657, 75.97597597597597, 76.57657657657657, 76.27627627627628]",60.714285714285715
PPC,8,24,0588_20181003,"[53.153153153153156, 57.65765765765766, 60.06006006006006, 63.06306306306306, 63.36336336336336, 64.26426426426427, 66.96696696696696, 66.36636636636636, 67.56756756756756, 68.16816816816817, 65.46546546546547, 67.86786786786787, 66.96696696696696, 68.46846846846847, 68.16816816816817, 69.66966966966967, 67.26726726726727, 67.26726726726727, 68.16816816816817, 68.46846846846847, 69.36936936936937, 69.66966966966967, 69.36936936936937, 70.27027027027027, 69.36936936936937, 70.27027027027027, 70.27027027027027, 68.76876876876877, 69.96996996996997, 72.07207207207207, 70.27027027027027, 70.57057057057057, 70.87087087087087, 69.36936936936937, 69.36936936936937, 70.27027027027027, 70.57057057057057, 69.96996996996997, 69.66966966966967, 69.36936936936937, 70.27027027027027, 70.27027027027027, 70.57057057057057, 69.66966966966967, 71.17117117117117, 70.87087087087087, 69.66966966966967, 70.57057057057057]",65.47619047619048
PPC,8,25,0588_20181003,"[48.048048048048045, 53.753753753753756, 53.753753753753756, 58.85885885885886, 63.36336336336336, 61.26126126126126, 63.06306306306306, 64.86486486486487, 65.16516516516516, 67.86786786786787, 70.27027027027027, 67.56756756756756, 68.46846846846847, 69.36936936936937, 67.26726726726727, 68.46846846846847, 69.06906906906907, 71.77177177177177, 72.37237237237237, 69.06906906906907, 69.96996996996997, 71.77177177177177, 72.37237237237237, 72.37237237237237, 70.57057057057057, 72.07207207207207, 71.77177177177177, 72.07207207207207, 72.37237237237237, 71.17117117117117, 71.77177177177177, 71.17117117117117, 70.57057057057057, 72.37237237237237, 71.77177177177177, 72.97297297297297, 72.07207207207207, 72.97297297297297, 73.27327327327328, 72.37237237237237, 74.17417417417417, 72.67267267267268, 73.87387387387388, 74.17417417417417, 74.47447447447448, 75.37537537537537, 75.37537537537537, 75.37537537537537]",64.28571428571429
PPC,8,26,0588_20181003,"[50.150150150150154, 55.55555555555556, 58.25825825825826, 57.05705705705706, 61.86186186186186, 63.36336336336336, 60.96096096096096, 65.16516516516516, 63.36336336336336, 64.56456456456456, 64.56456456456456, 65.76576576576576, 67.56756756756756, 68.46846846846847, 69.06906906906907, 69.36936936936937, 70.57057057057057, 70.27027027027027, 66.06606606606607, 71.17117117117117, 72.07207207207207, 72.07207207207207, 72.07207207207207, 71.77177177177177, 70.87087087087087, 71.47147147147147, 72.37237237237237, 69.96996996996997, 72.37237237237237, 71.47147147147147, 74.77477477477477, 71.77177177177177, 72.97297297297297, 72.07207207207207, 72.67267267267268, 72.37237237237237, 72.37237237237237, 72.07207207207207, 73.27327327327328, 72.07207207207207, 72.67267267267268, 72.07207207207207, 73.27327327327328, 72.97297297297297, 72.97297297297297, 73.57357357357357, 72.97297297297297, 73.57357357357357]",63.095238095238095
PPC,8,27,0588_20181003,"[50.450450450450454, 56.15615615615616, 57.95795795795796, 58.55855855855856, 61.26126126126126, 61.86186186186186, 62.46246246246246, 60.96096096096096, 63.96396396396396, 61.86186186186186, 64.56456456456456, 62.76276276276276, 63.96396396396396, 64.86486486486487, 64.86486486486487, 66.36636636636636, 66.36636636636636, 68.16816816816817, 68.46846846846847, 68.76876876876877, 68.16816816816817, 68.76876876876877, 69.36936936936937, 68.76876876876877, 69.06906906906907, 70.57057057057057, 70.87087087087087, 71.17117117117117, 70.27027027027027, 71.17117117117117, 71.17117117117117, 71.77177177177177, 71.17117117117117, 72.07207207207207, 72.37237237237237, 70.87087087087087, 71.47147147147147, 72.07207207207207, 70.27027027027027, 72.67267267267268, 71.77177177177177, 72.37237237237237, 72.97297297297297, 72.07207207207207, 72.97297297297297, 73.57357357357357, 72.37237237237237, 73.57357357357357]",57.142857142857146
PPC,8,28,0588_20181003,"[53.453453453453456, 53.753753753753756, 56.45645645645646, 60.66066066066066, 59.45945945945946, 62.46246246246246, 63.36336336336336, 63.96396396396396, 62.16216216216216, 62.16216216216216, 61.56156156156156, 66.06606606606607, 65.16516516516516, 66.96696696696696, 66.36636636636636, 62.76276276276276, 67.26726726726727, 65.76576576576576, 65.16516516516516, 64.56456456456456, 62.76276276276276, 66.36636636636636, 68.76876876876877, 69.06906906906907, 68.76876876876877, 67.86786786786787, 71.17117117117117, 68.16816816816817, 70.27027027027027, 69.36936936936937, 69.66966966966967, 69.36936936936937, 71.17117117117117, 71.77177177177177, 71.47147147147147, 71.47147147147147, 70.27027027027027, 72.67267267267268, 72.07207207207207, 72.37237237237237, 73.87387387387388, 72.37237237237237, 74.47447447447448, 74.17417417417417, 73.87387387387388, 70.57057057057057, 71.17117117117117, 73.27327327327328]",53.57142857142857
PPC,8,29,0588_20181003,"[53.753753753753756, 53.753753753753756, 57.65765765765766, 57.05705705705706, 59.75975975975976, 60.66066066066066, 61.26126126126126, 60.66066066066066, 62.16216216216216, 61.56156156156156, 64.56456456456456, 67.26726726726727, 67.86786786786787, 67.56756756756756, 66.36636636636636, 66.06606606606607, 68.46846846846847, 68.16816816816817, 69.06906906906907, 69.06906906906907, 71.47147147147147, 70.57057057057057, 71.17117117117117, 69.66966966966967, 70.57057057057057, 72.07207207207207, 70.87087087087087, 72.07207207207207, 71.77177177177177, 71.77177177177177, 71.17117117117117, 72.97297297297297, 73.27327327327328, 73.27327327327328, 72.67267267267268, 72.67267267267268, 73.57357357357357, 73.57357357357357, 74.77477477477477, 71.77177177177177, 74.47447447447448, 73.87387387387388, 75.07507507507508, 74.47447447447448, 75.67567567567568, 73.87387387387388, 74.77477477477477, 75.07507507507508]",46.42857142857143
