# Expt,Accuracy,Rank
12682019081341.0,0.4545454545454545,12.0
12682019081361.0,0.5636363636363636,61.5
12682019081307.0,0.6181818181818182,84.0
12682019081371.0,0.5272727272727272,47.5
12682019081372.0,0.39999999999999997,0.0
12682019081308.0,0.5272727272727273,44.5
12682019081397.0,0.5272727272727272,37.5
12682019081410.0,0.6290909090909091,85.0
12682019081411.0,0.5236363636363637,30.0
12682019081412.0,0.4818181818181818,17.0
12682019081413.0,0.42727272727272725,4.0
12682019081414.0,0.5181818181818182,40.0
12682019081415.0,0.5927272727272727,70.5
12682019081417.0,0.5945454545454545,79.0
12682019081418.0,0.5727272727272728,66.0
12682019081420.0,0.40727272727272723,2.0
12682019081421.0,0.40909090909090917,3.0
12682019081422.0,0.4836363636363636,20.5
12682019081423.0,0.5745454545454545,62.0
12682019081424.0,0.5381818181818182,45.5
12682019081426.0,0.52,33.5
12682019081427.0,0.6109090909090908,81.0
12682019081428.0,0.5563636363636364,61.5
12682019081403.0,0.6327272727272728,89.0
12682019081430.0,0.5890909090909091,69.0
12682019081434.0,0.6690909090909092,96.5
12682019081439.0,0.5181818181818182,35.0
12682019081443.0,0.6636363636363636,94.0
12682019081445.0,0.5927272727272727,72.0
12682019081446.0,0.5927272727272727,82.0
12682019081448.0,0.4836363636363636,19.0
12682019081449.0,0.6454545454545455,95.0
12682019081451.0,0.4454545454545455,6.0
12682019081453.0,0.5381818181818182,41.0
12682019081454.0,0.6127272727272727,83.5
12682019081460.0,0.5436363636363637,55.0
12682019081407.0,0.5945454545454545,76.5
12682019081408.0,0.6290909090909091,89.5
12682019081485.0,0.8127272727272727,100.0
12682019081487.0,0.4672727272727272,16.0
12682019081495.0,0.52,37.0
12682019081497.0,0.6309090909090909,89.5
12682019081498.0,0.5927272727272728,84.5
12682019081610.0,0.4333333333333333,5.5
12682019081612.0,0.4333333333333333,5.5
12682019081613.0,0.6833333333333333,91.5
12682019081616.0,0.6166666666666666,85.5
12682019081617.0,0.5,45.5
12682019081618.0,0.4666666666666666,11.0
12682019081619.0,0.5,41.0
12682019081620.0,0.4333333333333333,4.5
12682019081621.0,0.5,35.0
12682019081622.0,0.4333333333333333,8.0
12682019081623.0,0.4833333333333333,21.0
12682019081624.0,0.4666666666666666,20.5
12682019081625.0,0.5666666666666667,64.0
12682019081629.0,0.7333333333333333,99.0
12682019081603.0,0.5666666666666667,75.0
12682019081630.0,0.5666666666666667,58.5
12682019081635.0,0.5833333333333333,77.0
12682019081639.0,0.7,94.0
12682019081641.0,0.5166666666666666,57.0
12682019081642.0,0.5166666666666666,45.0
12682019081648.0,0.55,49.0
12682019081605.0,0.5,27.5
12682019081650.0,0.6333333333333333,87.5
12682019081651.0,0.5666666666666667,60.5
12682019081652.0,0.55,51.0
12682019081607.0,0.5,34.0
12682019081608.0,0.5,19.5
12682019081609.0,0.5,25.5
12682019081691.0,0.5666666666666667,68.0
12682019081692.0,0.5,40.5
12682019082011.0,0.5470588235294118,71.0
12682019082012.0,0.4588235294117647,7.5
12682019082016.0,0.5294117647058824,50.5
12682019082017.0,0.5117647058823529,43.5
12682019082022.0,0.5117647058823529,35.0
12682019082025.0,0.5705882352941177,94.0
12682019082043.0,0.4352941176470588,5.0
12682019082047.0,0.5352941176470588,70.5
12682019082005.0,0.5764705882352941,84.0
12682019082051.0,0.5176470588235295,46.5
12682019082055.0,0.48235294117647054,19.5
12682019082056.0,0.488235294117647,29.0
12682019082057.0,0.4294117647058823,4.0
12682019082065.0,0.5058823529411764,52.0
12682019082008.0,0.5588235294117647,87.0
12682019082084.0,0.6294117647058823,99.0
12982019092010.0,0.5610526315789472,71.0
12982019092011.0,0.531578947368421,57.5
12982019092012.0,0.5952631578947368,88.0
12982019092013.0,0.5626315789473685,66.0
12982019092014.0,0.46789473684210525,16.0
12982019092015.0,0.49000000000000005,32.0
12982019092016.0,0.6047368421052632,94.0
