# Expt,Accuracy,Rank
5882018091131.0,0.5894736842105264,96.0
5882018092507.0,0.5622641509433961,88.0
5882018092519.0,0.4792452830188679,10.0
5882018092533.0,0.5811320754716981,97.0
5882018092802.0,0.5446153846153846,79.0
5882018092803.0,0.5046153846153846,28.5
5882018092806.0,0.5384615384615385,73.0
5882018092814.0,0.5292307692307692,62.0
5882018092815.0,0.42153846153846153,0.0
5882018092820.0,0.5876923076923077,100.0
5882018092825.0,0.47384615384615386,11.5
5882018092839.0,0.5538461538461539,75.0
5882018100103.0,0.5116393442622951,44.0
5882018100110.0,0.48202185792349733,22.0
5882018100111.0,0.5083060109289617,44.0
5882018100113.0,0.4780874316939891,9.0
5882018100130.0,0.5814754098360655,96.0
5882018100132.0,0.5020765027322405,40.0
5882018100205.0,0.5499072356215213,89.0
5882018100212.0,0.4541537827252113,2.0
5882018100217.0,0.49482580911152335,37.0
5882018100218.0,0.5090702947845804,44.0
7562018082307.0,0.5395411605937922,73.0
7562018082309.0,0.5078272604588394,44.0
7562018082311.0,0.5184885290148448,47.0
7562018082322.0,0.5811066126855601,96.0
7562018082328.0,0.49743589743589745,33.0
7562018082334.0,0.4237516869095816,1.0
7562018092504.0,0.5057040998217468,38.0
7562018092524.0,0.5709447415329769,84.0
7562018092528.0,0.5071301247771836,40.0
7562018092532.0,0.4880570409982175,24.0
7562018092701.0,0.5235133287764866,74.0
7562018092703.0,0.5311688311688311,70.0
7562018092704.0,0.5260423786739576,69.0
7562018092705.0,0.5524948735475051,92.0
7562018092708.0,0.4896103896103896,22.0
7562018092710.0,0.5130553656869445,52.0
7562018092713.0,0.4688311688311688,6.0
7562018092714.0,0.5443950786056049,88.0
7562018092718.0,0.5156527682843473,61.0
7562018092725.0,0.5626110731373889,92.0
7562018092726.0,0.5546479835953522,92.0
7562018092727.0,0.539131920710868,85.0
7562018092813.0,0.5332821300563235,78.0
7562018092824.0,0.45704045058883763,8.0
7562018092825.0,0.4665130568356375,7.0
7562018092833.0,0.4343061955965181,0.0
7562018092844.0,0.48566308243727596,20.0
7562018100101.0,0.5183152627189325,66.0
7562018100107.0,0.49077564637197657,28.0
7562018100109.0,0.501834862385321,43.0
7562018100110.0,0.4891242702251876,26.0
7562018100115.0,0.5201334445371143,69.0
7562018100122.0,0.4945454545454545,36.0
7562018100126.0,0.4945788156797331,40.0
7562018100203.0,0.45643097643097646,8.0
7562018100206.0,0.5983164983164984,100.0
7562018100208.0,0.4636363636363637,13.0
7562018100210.0,0.42713804713804715,0.0
7562018100213.0,0.5327946127946128,70.0
7562018100214.0,0.48545454545454536,16.0
7562018100222.0,0.5072727272727272,47.0
7562018100223.0,0.489023569023569,26.0
7562018100224.0,0.4635690235690236,6.0
7562018100225.0,0.5438383838383839,88.0
7562018100246.0,0.5076094276094276,52.0
7562018100248.0,0.4964983164983165,31.0
